date,close,volume,open,high,low,change,year,nChange
2019-03-06,276.24,10319370.0,276.48,281.5058,274.39,0.018471408030085134,2019,0.6182617268959365
2019-01-22,298.92,12052130.0,304.82,308.0,295.5,0.08210251954821896,2019,0.7003943246327626
2018-12-06,363.06,7828689.0,356.01,367.38,350.76,0.21457246085909268,2018,0.8713814430772724
2018-10-23,294.14,18956210.0,263.87,297.93,262.1,-0.18983088194788744,2018,0.349393121865441
2018-09-11,279.44,9161061.0,279.47,282.0,273.55,-0.0499762018086625,2018,0.5299121778969226
2018-07-30,290.17,6799581.0,295.9,296.1,286.13,0.03839822502147158,2018,0.6439824978377183
2018-06-15,358.17,10827560.0,353.84,364.67,351.25,0.23434538374056585,2018,0.8969035734056496
2018-05-03,284.45,17339090.0,278.79,288.04,275.23,-0.2058240500321077,2018,0.3287497540307559
2018-03-21,316.53,5954247.0,310.25,322.44,310.19,0.11277904728423267,2018,0.7399904098243058
2018-02-06,333.97,5080032.0,325.21,336.22,323.5,0.05509746311566062,2018,0.6655372337550792
2017-12-21,331.66,4369994.0,329.59,333.74,327.21,-0.006916788933137713,2017,0.5854916161954586
2017-11-08,304.39,4725355.0,305.5,306.89,301.3001,-0.08222275824639702,2017,0.4882895598864933
2017-09-27,340.97,6027375.0,349.9,351.489,340.5,0.12017477578107048,2017,0.7495365324537753
2017-08-15,362.33,3084601.0,365.2,365.49,359.37,0.06264480746106682,2017,0.6752790563056077
2017-07-03,352.62,6305401.0,370.24,371.35,351.5,-0.026798774597742336,2017,0.5598287118104717
2017-05-19,310.83,4654580.0,315.5,316.5,310.2,-0.11851284669048841,2017,0.44144770587985727
2017-04-06,298.7,5517731.0,296.88,301.94,294.1,-0.039024547180130605,2017,0.5440481535650754
2017-02-23,255.99,14877090.0,264.0,264.66,255.56,-0.14298627385336452,2017,0.4098583449453531
2017-01-10,229.87,3658981.0,232.0,232.0,226.89,-0.10203523575139656,2017,0.46271637396745896
2016-11-25,196.65,2366098.0,193.64,197.2372,193.64,-0.14451646582851177,2016,0.4078832318449152
2016-10-13,200.24,2495140.0,200.5,200.895,197.05,0.01825578438850752,2016,0.6179834081711222
2016-08-31,212.01,3274854.0,210.43,212.6,208.65,0.05877946464242899,2016,0.6702898200772317
2016-07-20,228.36,2556119.0,226.47,229.8,225.0,0.07711900382057461,2016,0.693961793708686
2016-06-07,232.34,6194154.0,222.24,234.44,221.52,0.017428621474864205,2016,0.6169157380137381
2016-04-25,251.82,3665088.0,253.01,257.38,250.76,0.08384264440044757,2016,0.7026404110375115
2016-03-11,207.5,3339148.0,207.93,209.42,205.33,-0.1759987292510523,2016,0.36724713393876074
2016-01-28,189.7,4586328.0,190.79,191.28,182.41,-0.08578313253012054,2016,0.48369396534381004
2015-12-14,218.58,2827797.0,217.51,220.92,214.87,0.15224037954665273,2015,0.79092558369668
2015-10-30,206.93,4432433.0,210.4,211.63,203.89,-0.05329856345502793,2015,0.5256238009359225
2015-09-18,260.62,3760644.0,257.96,263.82,257.5,0.25945972067849027,2015,0.9293201960912651
2015-08-06,246.13,14617820.0,249.54,255.0,236.12,-0.055598188934080306,2015,0.5226555325855804
2015-06-24,265.17,2411492.0,266.98,267.35,263.72,0.07735749400723203,2015,0.6942696276926851
2015-05-12,244.74,6345797.0,240.11,246.35,238.19,-0.07704491458309766,2015,0.49497292185512315
2015-03-30,190.57,10062310.0,185.85,192.25,181.8,-0.2213369289858626,2015,0.30872632498086844
2015-02-13,203.77,6148207.0,202.9,205.99,200.91,0.06926588655087379,2015,0.6838252911975103
2014-12-31,222.41,2392947.0,223.09,225.68,222.25,0.09147568336850363,2014,0.7124928449195476
2014-11-17,253.98,4017356.0,257.49,259.0,252.02,0.1419450564273189,2014,0.7776367755624717
2014-10-06,260.62,7706193.0,259.13,262.49,257.8,0.026143790849673262,2014,0.6281649443122248
2014-08-22,256.78,2833061.0,254.54,256.9499,252.61,-0.014734095618141476,2014,0.5754013366132477
2014-07-11,218.13,3299420.0,220.61,221.6,217.6,-0.15051795311161298,2014,0.40013674228838503
2014-05-29,210.24,3689058.0,210.57,212.49,207.72,-0.03617109063402552,2014,0.5477312858107533
2014-04-15,193.91,13653420.0,199.09,199.29,184.32,-0.07767313546423141,2014,0.49416203844150675
2014-03-04,254.84,8739446.0,258.48,260.0,252.83,0.3142179361559487,2014,1.0
2014-01-17,170.01,9205616.0,170.19,173.2,167.95,-0.33287552974415324,2014,0.16475657795549367
2013-12-04,138.95,13121620.0,144.32,144.43,137.13,-0.18269513558026002,2013,0.35860366953593614
2013-10-22,171.54,11385930.0,170.5,177.78,166.11,0.2345448002878734,2013,0.8971609726349152
2013-09-10,166.37,8947680.0,161.45,167.5,160.63,-0.030138743150285575,2013,0.5555176085304118
2013-07-29,134.62,9678085.0,129.32,135.37,128.25,-0.19083969465648853,2013,0.34809098512115805
2013-06-14,100.3,6561448.0,100.0,102.52,99.33,-0.2549398306343783,2013,0.2653529886043516
2013-05-02,54.11,3045669.0,53.85,55.27,53.7,-0.460518444666002,2013,0.0
2013-03-20,35.95,1422984.0,35.26,36.07,35.16,-0.3356126409166512,2013,0.1612236198548375
2013-02-05,38.13,1310192.0,38.0,38.65,37.68,0.060639777468706524,2013,0.6726910405082431
